ลำดับ,คณะ,สาขาวิชา,จำนวนรับ,ว่าง,เงื่อนไขขั้นต่ำ,เกณฑ์การพิจารณา,รหัสคณะ,ประเภท,รหัสหลักสูตร,แหล่งที่มา
74,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์และสารสนเทศศาสตร์,2,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ B
2. วิชา ฟิสิกส์ ≥ B
3. วิชา English for Everyday Life ≥ B",22,A,10020328300502A,https://admission.ku.ac.th/majors/project/2/
75,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกลและการออกแบบ,2,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C
2. วิชา ฟิสิกส์ ≥ C
3. วิชา English for Everyday Life ≥ C",22,A,10020328300702A,https://admission.ku.ac.th/majors/project/2/
76,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้าและอิเล็กทรอนิกส์,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C+
2. วิชา ฟิสิกส์ ≥ C+
3. วิชา English for Everyday Life ≥ C+",22,A,10020328301602A,https://admission.ku.ac.th/majors/project/2/
77,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมโยธา,2,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ B
2. วิชา ฟิสิกส์ ≥ B",22,A,10020328302101A,https://admission.ku.ac.th/majors/project/2/
78,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมดิจิทัลและอิเล็กทรอนิกส์อัจฉริยะ,2,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C+
2. วิชา ฟิสิกส์ ≥ C+
3. วิชา English for Everyday Life ≥ C+",22,A,10020328303401A,https://admission.ku.ac.th/majors/project/2/
79,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการและระบบ,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C
2. วิชา ฟิสิกส์ ≥ C
3. วิชา English for Everyday Life ≥ C",22,A,10020328303502A,https://admission.ku.ac.th/majors/project/2/
80,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมยานยนต์ (นานาชาติ),2,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 15.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 9.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C
2. วิชา ฟิสิกส์ ≥ C
3. วิชา English for Everyday Life ≥ C",22,E,10020328302001E,https://admission.ku.ac.th/majors/project/2/
81,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมหุ่นยนต์และระบบอัตโนมัติ (นานาชาติ),5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 15.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 9.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C
2. วิชา ฟิสิกส์ ≥ C
3. วิชา English for Everyday Life ≥ C",22,E,10020328302901E,https://admission.ku.ac.th/majors/project/2/
82,คณะวิทยาศาสตร์ ศรีราชา,วท.บ. สาขาวิชาวิทยาการวิเคราะห์ข้อมูลและคณิตศาสตร์ประกันภัย,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67",1. วิชา คณิตศาสตร์ ≥ B+,23,A,10020327210303A,https://admission.ku.ac.th/majors/project/2/
83,คณะวิทยาศาสตร์ ศรีราชา,วท.บ. สาขาวิทยาศาสตร์และเทคโนโลยีเคมีประยุกต์,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 9.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67",1. วิชา เคมี ≥ C+,23,A,10020327210401A,https://admission.ku.ac.th/majors/project/2/
84,คณะเศรษฐศาสตร์ ศรีราชา,ศ.บ. สาขาวิชาเศรษฐศาสตร์,10,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67",1. วิชา English for Everyday Life ≥ C,24,A,10020324611101A,https://admission.ku.ac.th/majors/project/2/
85,คณะเศรษฐศาสตร์ ศรีราชา,ศ.บ. สาขาวิชาเศรษฐศาสตร์ (ภาคพิเศษ),10,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67",1. วิชา English for Everyday Life ≥ C,24,B,10020324611101B,https://admission.ku.ac.th/majors/project/2/
86,คณะพาณิชยนาวีนานาชาติ,วท.บ. สาขาวิชาการขนส่งทางทะเล,5,,"1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ B
2. วิชา ฟิสิกส์ ≥ B
3. วิชา English for Everyday Life ≥ C",25,A,10020325210201A,https://admission.ku.ac.th/majors/project/2/
87,คณะพาณิชยนาวีนานาชาติ,วท.บ. สาขาวิชาวิทยาศาสตร์การเดินเรือ,5,,"1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. เงื่อนไขเฉพาะสาขา
1. รับเฉพาะเพศชาย 
2. ต้องทดสอบพลศึกษาและว่ายน้ำ
(รายละเอียดการทดสอบจะประกาศให้ทราบในวันประกาศรายชื่อผู้มีสิทธิ์สอบสัมภาษณ์ ทาง https://admission.ku.ac.th)
3. ต้องไม่เป็นผู้บกพร่องทางการมองเห็นสีของวัตถุ (ตาบอดสี), ผู้บกพร่องทางการรับสัญญาณเสียง (หูหนวก), โรคหัวใจ. โรคลมชัก, วัณโรค, กระดูก, กล้ามเนื้อ, ผู้มีการอักเสบของข้อหรือปวดหลังอย่างรุนแรง
4. ต้องไม่มีรอยสักตามร่างกาย 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C
2. วิชา ฟิสิกส์ ≥ C
3. วิชา English for Everyday Life ≥ C",25,A,10020325210202A,https://admission.ku.ac.th/majors/project/2/
88,คณะพาณิชยนาวีนานาชาติ,วศ.บ. สาขาวิชาวิศวกรรมต่อเรือและวิศวกรรมสมุทรศาสตร์,5,,"1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ B
2. วิชา เคมี ≥ C
3. วิชา ฟิสิกส์ ≥ B
4. วิชา English for Everyday Life ≥ C",25,A,10020325303801A,https://admission.ku.ac.th/majors/project/2/
89,คณะพาณิชยนาวีนานาชาติ,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกลเรือ,5,,"1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. เงื่อนไขเฉพาะสาขา
1. รับเฉพาะเพศชาย 
2. ต้องทดสอบพลศึกษาและว่ายน้ำ
(รายละเอียดการทดสอบจะประกาศให้ทราบในวันประกาศรายชื่อผู้มีสิทธิ์สอบสัมภาษณ์ ทาง https://admission.ku.ac.th)
3. ต้องไม่เป็นผู้บกพร่องทางการมองเห็นสีของวัตถุ (ตาบอดสี), ผู้บกพร่องทางการรับสัญญาณเสียง (หูหนวก), โรคหัวใจ. โรคลมชัก, วัณโรค, กระดูก, กล้ามเนื้อ, ผู้มีการอักเสบของข้อหรือปวดหลังอย่างรุนแรง
4. ต้องไม่มีรอยสักตามร่างกาย 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C
2. วิชา เคมี ≥ C
3. วิชา ฟิสิกส์ ≥ C
4. วิชา English for Everyday Life ≥ C",25,A,10020325303802A,https://admission.ku.ac.th/majors/project/2/
90,คณะทรัพยากรธรรมชาติและอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาอาหารปลอดภัยและโภชนาการ,10,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 2 วิชา จาก คณิตศาตร์, เคมี, ชีววิทยา, ฟิสิกส์, English for Everyday Life แต่ละวิชา ≥ C",26,A,10020429111801A,https://admission.ku.ac.th/majors/project/2/
91,คณะทรัพยากรธรรมชาติและอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาเทคโนโลยีการอาหาร,10,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 2 วิชา จาก คณิตศาตร์, เคมี, ชีววิทยา, ฟิสิกส์, English for Everyday Life แต่ละวิชา ≥ C",26,A,10020429211001A,https://admission.ku.ac.th/majors/project/2/
92,คณะทรัพยากรธรรมชาติและอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาพืชศาสตร์,10,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 2 วิชา จาก คณิตศาตร์, เคมี, ชีววิทยา, ฟิสิกส์, English for Everyday Life แต่ละวิชา ≥ C",26,A,10020429500201A,https://admission.ku.ac.th/majors/project/2/
93,คณะทรัพยากรธรรมชาติและอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาทรัพยากรเกษตรและการจัดการการผลิต,10,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 2 วิชา จาก คณิตศาตร์, เคมี, ชีววิทยา, ฟิสิกส์, English for Everyday Life แต่ละวิชา ≥ C",26,A,10020429500202A,https://admission.ku.ac.th/majors/project/2/
94,คณะทรัพยากรธรรมชาติและอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาสัตวศาสตร์,10,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 2 วิชา จาก คณิตศาตร์, เคมี, ชีววิทยา, ฟิสิกส์, English for Everyday Life แต่ละวิชา ≥ C",26,A,10020429501201A,https://admission.ku.ac.th/majors/project/2/
95,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วท.บ. สาขาวิชาเคมีประยุกต์,10,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,1. วิชา คณิตศาสตร์ ≥ C,27,A,10020430210403A,https://admission.ku.ac.th/majors/project/2/
96,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วท.บ. สาขาวิชาวิทยาการคอมพิวเตอร์,10,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,1. วิชา คณิตศาสตร์ ≥ C,27,A,10020430220201A,https://admission.ku.ac.th/majors/project/2/
97,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วท.บ. สาขาวิชาวิทยาการข้อมูล,10,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,1. วิชา คณิตศาสตร์ ≥ C,27,A,10020430220301A,https://admission.ku.ac.th/majors/project/2/
98,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์,10,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,1. วิชา คณิตศาสตร์ ≥ C,27,A,10020430300501A,https://admission.ku.ac.th/majors/project/2/
99,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกลและการผลิต,10,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,1. วิชา คณิตศาสตร์ ≥ C,27,A,10020430300703A,https://admission.ku.ac.th/majors/project/2/
100,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,10,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,1. วิชา คณิตศาสตร์ ≥ C,27,A,10020430301601A,https://admission.ku.ac.th/majors/project/2/
101,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมโยธา,10,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,1. วิชา คณิตศาสตร์ ≥ C,27,A,10020430302101A,https://admission.ku.ac.th/majors/project/2/
102,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมสิ่งแวดล้อมเพื่อการพัฒนาอย่างยั่งยืน,10,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,1. วิชา คณิตศาสตร์ ≥ C,27,A,10020430302802A,https://admission.ku.ac.th/majors/project/2/
103,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ,10,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,1. วิชา คณิตศาสตร์ ≥ C,27,A,10020430303501A,https://admission.ku.ac.th/majors/project/2/
104,วิทยาลัยการชลประทาน,วศ.บ. สาขาวิชาวิศวกรรมโยธา-ชลประทาน,5,,1.  เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา คณิตศาสตร์ C+
2. วิชา ฟิสิกส์ C+",32,A,10020117302102A,https://admission.ku.ac.th/majors/project/2/
105,คณะประมง กำแพงแสน,วท.บ. สาขาวิชาประมง วิชาเอกเพาะเลี้ยงสัตว์น้ำ,10,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. เลือก 1 วิชา จาก คณิตศาสตร์, เคมี, ชีววิทยา แต่ละวิชา ≥ C",33,A,10020202500601A,https://admission.ku.ac.th/majors/project/2/
106,คณะอุตสาหกรรมบริการ,บธ.บ. สาขาวิชาการจัดการธุรกิจบริการและอุตสาหกรรมไมซ์,5,,1.  เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา English for Everyday Life ≥ C
2. วิชา English for University Life ≥ C",36,A,10020233620101A,https://admission.ku.ac.th/majors/project/2/
107,คณะอุตสาหกรรมบริการ,บธ.บ. สาขาวิชาการจัดการท่องเที่ยว โรงแรม และอีเวนต์,10,,1.  เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา English for Everyday Life ≥ C
2. วิชา English for University Life ≥ C",36,A,10020233620103A,https://admission.ku.ac.th/majors/project/2/
108,คณะอุตสาหกรรมบริการ,ศศ.บ. สาขาวิชาการโรงแรมและภัตตาคาร,5,,1.  เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา English for Everyday Life ≥ C
2. วิชา English for University Life ≥ C",36,A,10020233620104A,https://admission.ku.ac.th/majors/project/2/
109,คณะอุตสาหกรรมบริการ,ศศ.บ. สาขาวิชาการสร้างสรรค์การบริการเพื่อธุรกิจการท่องเที่ยว,5,,1.  เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา English for Everyday Life ≥ C
2. วิชา English for University Life ≥ C",36,A,10020233620105A,https://admission.ku.ac.th/majors/project/2/
110,คณะอุตสาหกรรมบริการ,ศศ.บ. สาขาวิชาอุตสาหกรรมการท่องเที่ยวและบริการ,5,,1.  เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา English for Everyday Life ≥ C
2. วิชา English for University Life ≥ C",36,A,10020233620106A,https://admission.ku.ac.th/majors/project/2/
111,คณะอุตสาหกรรมบริการ,บธ.บ. สาขาวิชาการจัดการธุรกิจการบิน,5,,1.  เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา English for Everyday Life ≥ C
2. วิชา English for University Life ≥ C",36,A,10020233620201A,https://admission.ku.ac.th/majors/project/2/
112,คณะอุตสาหกรรมบริการ,ศศ.บ. สาขาวิชาภาษาอังกฤษเพื่ออุตสาหกรรมบริการ,5,,1.  เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา English for Everyday Life ≥ C
2. วิชา English for University Life ≥ C",36,A,10020233902502A,https://admission.ku.ac.th/majors/project/2/
113,คณะอุตสาหกรรมบริการ,บธ.บ. สาขาวิชาการจัดการท่องเที่ยว โรงแรม และอีเวนต์ (ภาคพิเศษ),20,,1.  เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา English for Everyday Life ≥ C
2. วิชา English for University Life ≥ C",36,B,10020233620103B,https://admission.ku.ac.th/majors/project/2/
114,คณะอุตสาหกรรมบริการ,ศศ.บ. สาขาวิชาการโรงแรมและภัตตาคาร (ภาคพิเศษ),5,,1.  เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา English for Everyday Life ≥ C
2. วิชา English for University Life ≥ C",36,B,10020233620104B,https://admission.ku.ac.th/majors/project/2/
115,คณะอุตสาหกรรมบริการ,บธ.บ. สาขาวิชาการจัดการธุรกิจการบิน (ภาคพิเศษ),5,,1.  เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา English for Everyday Life ≥ C
2. วิชา English for University Life ≥ C",36,B,10020233620201B,https://admission.ku.ac.th/majors/project/2/
116,คณะอุตสาหกรรมบริการ,ศศ.บ. สาขาวิชาภาษาอังกฤษเพื่ออุตสาหกรรมบริการ (ภาคพิเศษ),5,,1.  เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา English for Everyday Life ≥ C
2. วิชา English for University Life ≥ C",36,B,10020233902502B,https://admission.ku.ac.th/majors/project/2/
117,คณะแพทยศาสตร์,พ.บ.(แพทยศาสตรบัณฑิต),5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. ผ่านการตรวจสุขภาพตามที่คณะกำหนด 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. เลือก 3 วิชา จาก คณิตศาสตร์, เคมี, ชีววิทยา, ฟิสิกส์ แต่ละวิชา ≥ B+
2. วิชา English for Everyday Life = A
3. กรณีมีผู้อยู่ในข่ายมีคะแนนตามเงื่อนไขของเกณฑ์การรับเข้าศึกษาซึ่งมีจานวนเกินโควตารับเข้าศึกษาที่กาหนดไว้ คณะกรรมการฯ จะนาคะแนนดิบและการสัมภาษณ์มาใช้ประกอบการพิจารณาด้วยโดยให้อยู่ในดุลพินิจของคณะกรรมการพิจารณาคัดเลือกเป็นหลัก",37,A,10020134100101A,https://admission.ku.ac.th/majors/project/2/
118,คณะพยาบาลศาสตร์,พย.บ.(พยาบาลศาสตรบัณฑิต),10,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. ผ่านการตรวจสุขภาพตามที่คณะกำหนด 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. เลือก 3 วิชา จาก คณิตศาสตร์, เคมี, ชีววิทยา, ฟิสิกส์ แต่ละวิชา ≥ C+
2. วิชา English for Everyday Life ≥ B
3. กรณีมีผู้อยู่ในข่ายมีคะแนนตามเงื่อนไขของเกณฑ์การรับเข้าศึกษาซึ่งมีจานวนเกินโควตารับเข้าศึกษาที่กาหนดไว้ คณะกรรมการฯ จะนาคะแนนดิบและการสัมภาษณ์มาใช้ประกอบการพิจารณาด้วยโดยให้อยู่ในดุลพินิจของคณะกรรมการพิจารณาคัดเลือกเป็นหลัก",38,A,10020136111701A,https://admission.ku.ac.th/majors/project/2/
